Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,79.35160304,81.81400152,79.04,81.68480228,80.14992984000001,170149200
2016-08-08,81.71519772,82.79440152000001,81.44160304,82.2168,81.10894648,124505800
2016-08-15,82.18639924,83.77480228,82.14080152,83.11360076,81.99366248,132371400
2016-08-22,82.73360076,83.08319999999999,80.79559848,81.27440152000001,80.17924608,123605500
2016-08-29,81.03120228,82.08,80.18,81.87480228,80.77155816000001,133000600
2016-09-05,82.00400152,82.65760152,78.37879772000001,78.37879772000001,77.32265916,168803700
2016-09-12,78.01400152000001,88.25879772,77.92279924,87.33919848000001,86.162321,388228200
2016-09-19,87.54440152000001,88.2968,84.77800228000001,85.65959923999999,84.50535304,201095700
2016-09-26,84.84639924,87.12639924,84.77800228000001,85.91800228000001,84.7602768,156384000
2016-10-03,85.65959923999999,87.06559847999999,85.33279924,86.68559848,85.51752864000001,126029400
2016-10-10,87.41519772000001,90.20440152,87.18720076,89.39879772,88.19416960000001,208708400
2016-10-17,89.17080152,89.83959924,86.48800228,88.61599848,87.42191156,115531500
2016-10-24,88.99599848,89.95360076,86.11559848,86.42720076,85.26261628,210225600
2016-10-31,86.37400152000001,86.81480228,82.16360076,82.71839696,81.6037878,156346500
2016-11-07,83.66080151999999,84.90720076,80.43080152,82.4068,81.71377652000001,207019500
2016-11-14,81.85959924,84.01040076000001,79.10080151999999,83.64559847999999,82.94216072,198341400
2016-11-21,83.69120228,85.43919848,83.60760152,84.96040076,84.24590576,94132400
2016-11-28,84.6868,85.47720076,82.72599848,83.52400152,82.82158444,155500000
2016-12-05,83.6,87.17199772,82.27,86.60199772,85.87369732,151989600
2016-12-12,86.10040076,88.71480228,85.49239848,88.13720076,87.39598720000001,195015600
2016-12-19,88.00800228,89.3,87.84839696,88.55519772000001,87.81046992,113254700
2016-12-26,88.55519772000001,89.69519772000001,87.72680000000001,88.0232,87.2829486,84828600
2017-01-02,88.00800228,89.80160304,87.21760152,89.61160304,88.85799236000001,103845500
2017-01-09,89.64199771999999,91.14680000000001,89.63440152000001,90.47040076,89.70956552,138810700
2017-01-16,89.93839696,91.58,89.84720075999999,91.2,90.43303004,116348000
2017-01-23,91.2,93.05440152000001,90.82000000000001,92.68199772,91.90256148,124539300
2017-01-30,91.9068,99.1724038,91.67120228,98.10080152,97.27579644,249781200
2017-02-06,98.1388038,101.03440151999999,97.96399543999999,100.41119619999999,99.56676096,136449200
2017-02-13,101.14080152000001,103.56520304,100.89,103.14720076,102.72320283999998,136667500
2017-02-20,103.53479696,104.48479696,102.81279924,103.86160303999999,103.43467076,87908900
2017-02-27,104.22639923999999,106.61279924,103.57279924000001,106.23279924,105.79611464,127474000
2017-03-06,105.9211962,106.38479696,104.15800228,105.74639923999999,105.31170964,99672200
2017-03-13,105.52600456,107.17520304,105.50320532,106.3924038,105.95505875999999,121539600
2017-03-20,106.70399544,108.52800228000001,106.19479696,106.88639923999999,106.44702423999999,129674000
2017-03-27,105.93639923999999,109.82000000000001,105.35119619999999,109.18160303999998,108.73279948,127008900
2017-04-03,109.21960532,110.54960532,108.71800228000001,108.93839696,108.49059128,105416200
2017-04-10,109.13600456,109.34880380000001,106.44559848,107.19800228,106.75735200000001,87485700
2017-04-17,107.52479696,108.61919848,106.74199772,108.12520304,107.68073756,89248500
2017-04-24,109.06,110.12399544,108.81679468,109.17399544,108.72521544,91153700
2017-05-01,110.27600456,113.22479696,109.64520304,113.20960532,112.74424212000001,175351700
2017-05-08,113.26279924,118.87919848,113.26279924,118.63600456,118.14834144000001,173470600
2017-05-15,118.5675962,119.05399544,113.77960531999999,116.32559848000001,116.32559848000001,157354900
2017-05-22,117.04,117.72399544,116.02919847999999,116.74360076,116.74360076,103000000
2017-05-29,116.59919848,118.14199771999999,115.68720076,118.14199771999999,118.14199771999999,88752900
2017-06-05,117.29839696,118.54479696,110.97520304,113.22479696,113.22479696,159159700
2017-06-12,110.7624038,112.1,108.07199772,108.12520304,108.12520304,220530400
2017-06-19,109.18160303999998,111.84160304,109.18160303999998,111.17279924,111.17279924,133253000
2017-06-26,111.84919848,112.69279924,108.13279924,109.45520304,109.45520304,127060200
2017-07-03,110.1088038,110.42800228,108.23160304,109.57679467999999,109.57679467999999,79158400
2017-07-10,109.52360076000001,113.49080152,108.96119619999999,113.27039468000001,113.27039468000001,111088400
2017-07-17,113.10320532,115.3224038,112.91320532,114.20520304,114.20520304,106081600
2017-07-24,114.44080152000001,116.91839696000001,113.92399544,116.0824038,116.0824038,40207600
2017-07-26,116.54600456,116.98679468,116.32559848000001,116.62960532,116.62960532,15778261
